"","...1","post_id","post_created","post_text","user_id","followers","friends","favourites","statuses","retweets","label"
"13460",13459,819396833516482560,"Thu Jan 12 04:13:23 +0000 2017","farewell",762433972273950720,20,0,0,2143,0,0
"13461",13460,819381713755258880,"Thu Jan 12 03:13:18 +0000 2017","oh crap its a trap aleph took damage",762433972273950720,20,0,0,2143,0,0
"13462",13461,819366661316714496,"Thu Jan 12 02:13:29 +0000 2017","i will pray for your safety and success be careful",762433972273950720,20,0,0,2143,0,0
"13463",13462,819351517991866368,"Thu Jan 12 01:13:19 +0000 2017","gt everyones dancing furiously",762433972273950720,20,0,0,2143,0,0
"13464",13463,819336414764511232,"Thu Jan 12 00:13:18 +0000 2017","who the fuck is daleth",762433972273950720,20,0,0,2143,0,0
"13465",13464,819321414847053824,"Wed Jan 11 23:13:42 +0000 2017","yeah i still have much to do i cant put it off indefinitely",762433972273950720,20,0,0,2143,0,0
"13466",13465,819170329318674432,"Wed Jan 11 13:13:20 +0000 2017","take care not to let any demons possess your body while you sleep",762433972273950720,20,0,0,2143,0,0
"13467",13466,819155210417229824,"Wed Jan 11 12:13:15 +0000 2017","oh yes my criminal record the only thing illegal ive done is absolutely killin it on the dancefloor haha just kidding ive killed a man",762433972273950720,20,0,0,2143,0,0
"13468",13467,819140156074532864,"Wed Jan 11 11:13:26 +0000 2017","yeah demifiends cool but can he do this slays god and gets cursed to infinite reincarnation",762433972273950720,20,0,0,2143,0,0
"13469",13468,819124998732324864,"Wed Jan 11 10:13:12 +0000 2017","farewell",762433972273950720,20,0,0,2143,0,0
"13470",13469,819094819414765568,"Wed Jan 11 08:13:17 +0000 2017","i want louis to step on me",762433972273950720,20,0,0,2143,0,0
"13471",13470,819079723263270912,"Wed Jan 11 07:13:18 +0000 2017","gt aleph was thrown outside the center",762433972273950720,20,0,0,2143,0,0
"13472",13471,819064605397766144,"Wed Jan 11 06:13:14 +0000 2017","hey heh i see youre no ordinary kid are you",762433972273950720,20,0,0,2143,0,0
"13473",13472,819049527529177088,"Wed Jan 11 05:13:19 +0000 2017","gt aleph glances at you while fighting off the enemies surrounding him",762433972273950720,20,0,0,2143,0,0
"13474",13473,819034426210299904,"Wed Jan 11 04:13:18 +0000 2017","this imposing presence he is no ordinary opponent be on your guard",762433972273950720,20,0,0,2143,0,0
"13475",13474,819019331912667136,"Wed Jan 11 03:13:20 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,1,0
"13476",13475,818989136996507648,"Wed Jan 11 01:13:20 +0000 2017","yhvh is a cool guy and a reliable friend",762433972273950720,20,0,0,2143,0,0
"13477",13476,818974003658227712,"Wed Jan 11 00:13:12 +0000 2017","aleph dabbed",762433972273950720,20,0,0,2143,0,0
"13478",13477,818959003791130624,"Tue Jan 10 23:13:36 +0000 2017","gt everyones dancing furiously",762433972273950720,20,0,0,2143,0,0
"13479",13478,818823054969081856,"Tue Jan 10 14:13:23 +0000 2017","i want satan to come into my millennium and smash a megiddo ark over my head killing me instantly",762433972273950720,20,0,0,2143,0,0
"13480",13479,818792808370737152,"Tue Jan 10 12:13:12 +0000 2017","who the fuck is daleth",762433972273950720,20,0,0,2143,0,0
"13481",13480,818777750609608704,"Tue Jan 10 11:13:22 +0000 2017","take care not to let any demons possess your body while you sleep",762433972273950720,20,0,0,2143,0,0
"13482",13481,818747541239963648,"Tue Jan 10 09:13:20 +0000 2017","aleph dabbed",762433972273950720,20,0,0,2143,0,0
"13483",13482,818732421147332608,"Tue Jan 10 08:13:15 +0000 2017","i see in that case i should go see en no ozuno",762433972273950720,20,0,0,2143,0,0
"13484",13483,818717327227162624,"Tue Jan 10 07:13:16 +0000 2017","yeah demifiends cool but can he do this slays god and gets cursed to infinite reincarnation",762433972273950720,20,0,0,2143,0,0
"13485",13484,818702205788114944,"Tue Jan 10 06:13:11 +0000 2017","gt aleph glances at you while fighting off the enemies surrounding him",762433972273950720,20,0,0,2143,0,0
"13486",13485,818672026109939712,"Tue Jan 10 04:13:15 +0000 2017","fuck you fck your cartoon fake yhvh fuck his stupid sunglasses and fuck the archangelsand fuck their sunglasses",762433972273950720,20,0,0,2143,0,0
"13487",13486,818656937931784192,"Tue Jan 10 03:13:18 +0000 2017","for sale baby shoes never worn they were too small for me im an adult man i wear a size and these are in baby size i fucked up",762433972273950720,20,0,0,2143,0,0
"13488",13487,818641828446490624,"Tue Jan 10 02:13:16 +0000 2017","gt aleph was thrown outside the center",762433972273950720,20,0,0,2143,0,0
"13489",13488,818626730843742208,"Tue Jan 10 01:13:16 +0000 2017","aleph tried backflipsoh you pulled it off perfectlyhot damn",762433972273950720,20,0,0,2143,0,0
"13490",13489,818611609962586112,"Tue Jan 10 00:13:11 +0000 2017","i will pray for your safety and success be careful",762433972273950720,20,0,0,2143,0,0
"13491",13490,818596569473654784,"Mon Jan 09 23:13:25 +0000 2017","gt aleph danced furiously across the dance floor",762433972273950720,20,0,0,2143,0,0
"13492",13491,818460673763983360,"Mon Jan 09 14:13:25 +0000 2017","gt aleph glances at you while fighting off the enemies surrounding him",762433972273950720,20,0,0,2143,0,0
"13493",13492,818445558826209280,"Mon Jan 09 13:13:21 +0000 2017","backstreets back alright",762433972273950720,20,0,0,2143,0,0
"13494",13493,818430422203834368,"Mon Jan 09 12:13:13 +0000 2017","aleph furiously danced all around",762433972273950720,20,0,0,2143,0,0
"13495",13494,818415368607645696,"Mon Jan 09 11:13:23 +0000 2017","my partner and i must defeat yhvh",762433972273950720,20,0,0,2143,0,0
"13496",13495,818400221340147712,"Mon Jan 09 10:13:12 +0000 2017","zayina dick in hebrewslang",762433972273950720,20,0,0,2143,0,0
"13497",13496,818385154141892608,"Mon Jan 09 09:13:20 +0000 2017","for sale baby shoes never worn they were too small for me im an adult man i wear a size and these are in baby size i fucked up",762433972273950720,20,0,0,2143,0,0
"13498",13497,818354946898731008,"Mon Jan 09 07:13:18 +0000 2017","who the fuck is jesus christ",762433972273950720,20,0,0,2143,0,0
"13499",13498,818339818740465664,"Mon Jan 09 06:13:11 +0000 2017","farewell",762433972273950720,20,0,0,2143,0,0
"13500",13499,818324760593432576,"Mon Jan 09 05:13:21 +0000 2017","aleph tried backflipsoh you pulled it off perfectlyhot damn",762433972273950720,20,0,0,2143,0,0
"13501",13500,818309635136364544,"Mon Jan 09 04:13:15 +0000 2017","oh yes my criminal record the only thing illegal ive done is absolutely killin it on the dancefloor haha just kidding ive killed a man",762433972273950720,20,0,0,2143,0,0
"13502",13501,818294553673244672,"Mon Jan 09 03:13:19 +0000 2017","this imposing presence he is no ordinary opponent be on your guard",762433972273950720,20,0,0,2143,0,0
"13503",13502,818279436336234496,"Mon Jan 09 02:13:15 +0000 2017","oh crap its a trap aleph took damage",762433972273950720,20,0,0,2143,1,0
"13504",13503,818264345507295232,"Mon Jan 09 01:13:17 +0000 2017","gt aleph danced furiously across the dance floor",762433972273950720,20,0,0,2143,0,0
"13505",13504,818249217000910848,"Mon Jan 09 00:13:10 +0000 2017","hawk im hungryokamoto hi hungry im dad",762433972273950720,20,0,0,2143,0,0
"13506",13505,818098263467302912,"Sun Jan 08 14:13:20 +0000 2017","all my friends are dead",762433972273950720,20,0,0,2143,2,0
"13507",13506,818083154460164096,"Sun Jan 08 13:13:17 +0000 2017","oh crap its a trap aleph took damage",762433972273950720,20,0,0,2143,0,0
"13508",13507,818068035852378112,"Sun Jan 08 12:13:13 +0000 2017","gt aleph glances at you while fighting off the enemies surrounding him",762433972273950720,20,0,0,2143,0,0
"13509",13508,818052976610656256,"Sun Jan 08 11:13:22 +0000 2017","so i told zayin to rebel against the center he actually did it the absolute madman hahahahahahaha",762433972273950720,20,0,0,2143,0,0
"13510",13509,818037825538920448,"Sun Jan 08 10:13:10 +0000 2017","ill go on ahead see you later",762433972273950720,20,0,0,2143,0,0
"13511",13510,818022756616781824,"Sun Jan 08 09:13:17 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,0,0
"13512",13511,818007652831633408,"Sun Jan 08 08:13:16 +0000 2017","farewell",762433972273950720,20,0,0,2143,0,0
"13513",13512,817992563546144768,"Sun Jan 08 07:13:19 +0000 2017","for sale baby shoes never worn they were too small for me im an adult man i wear a size and these are in baby size i fucked up",762433972273950720,20,0,0,2143,0,0
"13514",13513,817977435425603584,"Sun Jan 08 06:13:12 +0000 2017","yhvh is a cool guy and a reliable friend",762433972273950720,20,0,0,2143,0,0
"13515",13514,817962372543365120,"Sun Jan 08 05:13:21 +0000 2017","sorry to ask but mind helping me with these guys",762433972273950720,20,0,0,2143,0,0
"13516",13515,817947246075359232,"Sun Jan 08 04:13:14 +0000 2017","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13517",13516,817932164801007616,"Sun Jan 08 03:13:19 +0000 2017","aleph tried backflipsoh you pulled it off perfectlyhot damn",762433972273950720,20,0,0,2143,0,0
"13518",13517,817917053734526976,"Sun Jan 08 02:13:16 +0000 2017","this imposing presence he is no ordinary opponent be on your guard",762433972273950720,20,0,0,2143,0,0
"13519",13518,817901952734412800,"Sun Jan 08 01:13:16 +0000 2017","oh crap its a trap aleph took damage",762433972273950720,20,0,0,2143,0,0
"13520",13519,817886828711723008,"Sun Jan 08 00:13:10 +0000 2017","aleph dabbed",762433972273950720,20,0,0,2143,0,0
"13521",13520,817735875597475840,"Sat Jan 07 14:13:20 +0000 2017","sorry to ask but mind helping me with these guys",762433972273950720,20,0,0,2143,0,0
"13522",13521,817720777080377344,"Sat Jan 07 13:13:20 +0000 2017","aleph furiously danced all around",762433972273950720,20,0,0,2143,0,0
"13523",13522,817705650192928768,"Sat Jan 07 12:13:13 +0000 2017","i want satan to come into my millennium and smash a megiddo ark over my head killing me instantly",762433972273950720,20,0,0,2143,0,0
"13524",13523,817675442941345792,"Sat Jan 07 10:13:11 +0000 2017","yeah demifiends cool but can he do this slays god and gets cursed to infinite reincarnation",762433972273950720,20,0,0,2143,0,0
"13525",13524,817660374623264768,"Sat Jan 07 09:13:19 +0000 2017","fuck you fck your cartoon fake yhvh fuck his stupid sunglasses and fuck the archangelsand fuck their sunglasses",762433972273950720,20,0,0,2143,0,0
"13526",13525,817645272755040256,"Sat Jan 07 08:13:18 +0000 2017","i will pray for your safety and success be careful",762433972273950720,20,0,0,2143,0,0
"13527",13526,817615054048636928,"Sat Jan 07 06:13:14 +0000 2017","all my friends are dead",762433972273950720,20,0,0,2143,0,0
"13528",13527,817599993045364736,"Sat Jan 07 05:13:23 +0000 2017","take care not to let any demons possess your body while you sleep",762433972273950720,20,0,0,2143,0,0
"13529",13528,817584854707499008,"Sat Jan 07 04:13:14 +0000 2017","oh crap its a trap aleph took damage",762433972273950720,20,0,0,2143,1,0
"13530",13529,817569803183366144,"Sat Jan 07 03:13:25 +0000 2017","hey heh i see youre no ordinary kid are you",762433972273950720,20,0,0,2143,0,0
"13531",13530,817554673099939840,"Sat Jan 07 02:13:18 +0000 2017","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13532",13531,817539575924953088,"Sat Jan 07 01:13:18 +0000 2017","looks like this was good timing",762433972273950720,20,0,0,2143,0,0
"13533",13532,817524457442942976,"Sat Jan 07 00:13:14 +0000 2017","aleph tried backflipsoh you pulled it off perfectlyhot damn",762433972273950720,20,0,0,2143,0,0
"13534",13533,817509420032589824,"Fri Jan 06 23:13:28 +0000 2017","i want satan to come into my millennium and smash a megiddo ark over my head killing me instantly",762433972273950720,20,0,0,2143,1,0
"13535",13534,817373501585784832,"Fri Jan 06 14:13:23 +0000 2017","fuck you fck your cartoon fake yhvh fuck his stupid sunglasses and fuck the archangelsand fuck their sunglasses",762433972273950720,20,0,0,2143,0,0
"13536",13535,817358378821251072,"Fri Jan 06 13:13:17 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,0,0
"13537",13536,817313057944653824,"Fri Jan 06 10:13:12 +0000 2017","gt aleph having finished off his own enemies walks over to you",762433972273950720,20,0,0,2143,0,0
"13538",13537,817282869609365504,"Fri Jan 06 08:13:15 +0000 2017","yeah demifiends cool but can he do this slays god and gets cursed to infinite reincarnation",762433972273950720,20,0,0,2143,0,0
"13539",13538,817267790981627904,"Fri Jan 06 07:13:20 +0000 2017","who the fuck is daleth",762433972273950720,20,0,0,2143,0,0
"13540",13539,817252666594107392,"Fri Jan 06 06:13:14 +0000 2017","i want louis to step on me",762433972273950720,20,0,0,2143,0,0
"13541",13540,817237592370360320,"Fri Jan 06 05:13:20 +0000 2017","who the fuck is jesus christ",762433972273950720,20,0,0,2143,0,0
"13542",13541,817222472705523712,"Fri Jan 06 04:13:15 +0000 2017","aleph furiously danced all around",762433972273950720,20,0,0,2143,1,0
"13543",13542,817207414399254528,"Fri Jan 06 03:13:25 +0000 2017","hey heh i see youre no ordinary kid are you",762433972273950720,20,0,0,2143,0,0
"13544",13543,817192274014502912,"Fri Jan 06 02:13:15 +0000 2017","oh yes my criminal record the only thing illegal ive done is absolutely killin it on the dancefloor haha just kidding ive killed a man",762433972273950720,20,0,0,2143,1,0
"13545",13544,817177179322609664,"Fri Jan 06 01:13:16 +0000 2017","gt you enter the messian churchhp lowalignment chaosmara summonedgt you are forcibly removed from the messian church",762433972273950720,20,0,0,2143,0,0
"13546",13545,817162065894731776,"Fri Jan 06 00:13:13 +0000 2017","so i told zayin to rebel against the center he actually did it the absolute madman hahahahahahaha",762433972273950720,20,0,0,2143,0,0
"13547",13546,817147030829232128,"Thu Jan 05 23:13:28 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,0,0
"13548",13547,817011134456733696,"Thu Jan 05 14:13:28 +0000 2017","why am i here do you know whats going on",762433972273950720,20,0,0,2143,0,0
"13549",13548,816995994046898176,"Thu Jan 05 13:13:18 +0000 2017","fuck you fck your cartoon fake yhvh fuck his stupid sunglasses and fuck the archangelsand fuck their sunglasses",762433972273950720,20,0,0,2143,0,0
"13550",13549,816980874444951552,"Thu Jan 05 12:13:13 +0000 2017","all my friends are dead",762433972273950720,20,0,0,2143,0,0
"13551",13550,816950673040228352,"Thu Jan 05 10:13:13 +0000 2017","ill go on ahead see you later",762433972273950720,20,0,0,2143,0,0
"13552",13551,816935600263602176,"Thu Jan 05 09:13:19 +0000 2017","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13553",13552,816920482603626496,"Thu Jan 05 08:13:15 +0000 2017","my partner and i must defeat yhvh",762433972273950720,20,0,0,2143,0,0
"13554",13553,816890270998372352,"Thu Jan 05 06:13:12 +0000 2017","yhvh is a cool guy and a reliable friend",762433972273950720,20,0,0,2143,0,0
"13555",13554,816875211261767680,"Thu Jan 05 05:13:21 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,0,0
"13556",13555,816860083430641664,"Thu Jan 05 04:13:15 +0000 2017","gt aleph having finished off his own enemies walks over to you",762433972273950720,20,0,0,2143,0,0
"13557",13556,816845002005446656,"Thu Jan 05 03:13:19 +0000 2017","i want satan to come into my millennium and smash a megiddo ark over my head killing me instantly",762433972273950720,20,0,0,2143,1,0
"13558",13557,816829892176158720,"Thu Jan 05 02:13:16 +0000 2017","so i told zayin to rebel against the center he actually did it the absolute madman hahahahahahaha",762433972273950720,20,0,0,2143,0,0
"13559",13558,816814791075336192,"Thu Jan 05 01:13:16 +0000 2017","aleph dabbed",762433972273950720,20,0,0,2143,1,0
"13560",13559,816799669749592064,"Thu Jan 05 00:13:11 +0000 2017","i want louis to step on me",762433972273950720,20,0,0,2143,0,0
"13561",13560,816784639339528192,"Wed Jan 04 23:13:27 +0000 2017","yeah demifiends cool but can he do this slays god and gets cursed to infinite reincarnation",762433972273950720,20,0,0,2143,0,0
"13562",13561,816648713690984448,"Wed Jan 04 14:13:20 +0000 2017","gt aleph having finished off his own enemies walks over to you",762433972273950720,20,0,0,2143,0,0
"13563",13562,816603427312537600,"Wed Jan 04 11:13:23 +0000 2017","yeah demifiends cool but can he do this slays god and gets cursed to infinite reincarnation",762433972273950720,20,0,0,2143,0,0
"13564",13563,816588279889829888,"Wed Jan 04 10:13:12 +0000 2017","yeah i still have much to do i cant put it off indefinitely",762433972273950720,20,0,0,2143,0,0
"13565",13564,816573210418286592,"Wed Jan 04 09:13:19 +0000 2017","oh yes my criminal record the only thing illegal ive done is absolutely killin it on the dancefloor haha just kidding ive killed a man",762433972273950720,20,0,0,2143,0,0
"13566",13565,816558093286797312,"Wed Jan 04 08:13:15 +0000 2017","backstreets back alright",762433972273950720,20,0,0,2143,0,0
"13567",13566,816543011014180864,"Wed Jan 04 07:13:19 +0000 2017","for sale baby shoes never worn they were too small for me im an adult man i wear a size and these are in baby size i fucked up",762433972273950720,20,0,0,2143,0,0
"13568",13567,816527887952003072,"Wed Jan 04 06:13:13 +0000 2017","zayina dick in hebrewslang",762433972273950720,20,0,0,2143,0,0
"13569",13568,816512830509715456,"Wed Jan 04 05:13:23 +0000 2017","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13570",13569,816497705509732352,"Wed Jan 04 04:13:17 +0000 2017","farewell",762433972273950720,20,0,0,2143,0,0
"13571",13570,816482614672429056,"Wed Jan 04 03:13:19 +0000 2017","down with messians",762433972273950720,20,0,0,2143,1,0
"13572",13571,816452394384965632,"Wed Jan 04 01:13:14 +0000 2017","hawk im hungryokamoto hi hungry im dad",762433972273950720,20,0,0,2143,1,0
"13573",13572,816437300015968256,"Wed Jan 04 00:13:15 +0000 2017","looks like this was good timing",762433972273950720,20,0,0,2143,0,0
"13574",13573,816422238895255552,"Tue Jan 03 23:13:24 +0000 2017","gt aleph was thrown outside the center",762433972273950720,20,0,0,2143,0,0
"13575",13574,816286357236482048,"Tue Jan 03 14:13:28 +0000 2017","who the fuck is jesus christ",762433972273950720,20,0,0,2143,1,0
"13576",13575,816256111774863360,"Tue Jan 03 12:13:17 +0000 2017","my partner and i must defeat yhvh",762433972273950720,20,0,0,2143,0,0
"13577",13576,816241046875095040,"Tue Jan 03 11:13:25 +0000 2017","i will pray for your safety and success be careful",762433972273950720,20,0,0,2143,0,0
"13578",13577,816225900442193920,"Tue Jan 03 10:13:14 +0000 2017","aleph tried backflipsoh you pulled it off perfectlyhot damn",762433972273950720,20,0,0,2143,0,0
"13579",13578,816180623588999168,"Tue Jan 03 07:13:19 +0000 2017","hey heh i see youre no ordinary kid are you",762433972273950720,20,0,0,2143,0,0
"13580",13579,816165492951920640,"Tue Jan 03 06:13:11 +0000 2017","down with messians",762433972273950720,20,0,0,2143,0,0
"13581",13580,816150441239003136,"Tue Jan 03 05:13:23 +0000 2017","gt aleph was thrown outside the center",762433972273950720,20,0,0,2143,0,0
"13582",13581,816135307020013568,"Tue Jan 03 04:13:14 +0000 2017","for sale baby shoes never worn they were too small for me im an adult man i wear a size and these are in baby size i fucked up",762433972273950720,20,0,0,2143,3,0
"13583",13582,816120231269515264,"Tue Jan 03 03:13:20 +0000 2017","gt aleph danced furiously across the dance floor",762433972273950720,20,0,0,2143,1,0
"13584",13583,816105112389107712,"Tue Jan 03 02:13:15 +0000 2017","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13585",13584,816090018070396928,"Tue Jan 03 01:13:17 +0000 2017","take care not to let any demons possess your body while you sleep",762433972273950720,20,0,0,2143,1,0
"13586",13585,816059875801186304,"Mon Jan 02 23:13:30 +0000 2017","yhvh is a cool guy and a reliable friend",762433972273950720,20,0,0,2143,0,0
"13587",13586,815923966007132160,"Mon Jan 02 14:13:27 +0000 2017","hey heh i see youre no ordinary kid are you",762433972273950720,20,0,0,2143,0,0
"13588",13587,815908849915789312,"Mon Jan 02 13:13:23 +0000 2017","who the fuck is jesus christ",762433972273950720,20,0,0,2143,0,0
"13589",13588,815893741055549440,"Mon Jan 02 12:13:21 +0000 2017","gt aleph danced furiously across the dance floor",762433972273950720,20,0,0,2143,0,0
"13590",13589,815878679007928320,"Mon Jan 02 11:13:30 +0000 2017","gt you enter the messian churchhp lowalignment chaosmara summonedgt you are forcibly removed from the messian church",762433972273950720,20,0,0,2143,0,0
"13591",13590,815863513943941120,"Mon Jan 02 10:13:14 +0000 2017","so i told zayin to rebel against the center he actually did it the absolute madman hahahahahahaha",762433972273950720,20,0,0,2143,0,0
"13592",13591,815848440047407104,"Mon Jan 02 09:13:20 +0000 2017","zayina dick in hebrewslang",762433972273950720,20,0,0,2143,0,0
"13593",13592,815833326472675328,"Mon Jan 02 08:13:17 +0000 2017","ill go on ahead see you later",762433972273950720,20,0,0,2143,0,0
"13594",13593,815803113546260480,"Mon Jan 02 06:13:13 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,1,0
"13595",13594,815788060428226560,"Mon Jan 02 05:13:24 +0000 2017","gt everyones dancing furiously",762433972273950720,20,0,0,2143,0,0
"13596",13595,815772912447692800,"Mon Jan 02 04:13:13 +0000 2017","backstreets back alright",762433972273950720,20,0,0,2143,0,0
"13597",13596,815757834797215744,"Mon Jan 02 03:13:18 +0000 2017","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13598",13597,815742722795372544,"Mon Jan 02 02:13:15 +0000 2017","my partner and i must defeat yhvh",762433972273950720,20,0,0,2143,0,0
"13599",13598,815727636659904512,"Mon Jan 02 01:13:18 +0000 2017","youre the one from my dream i see you must be whom stephen spoke of",762433972273950720,20,0,0,2143,0,0
"13600",13599,815712515275440128,"Mon Jan 02 00:13:13 +0000 2017","louis could morningstar me and i would thank him",762433972273950720,20,0,0,2143,0,0
"13601",13600,815546440017592320,"Sun Jan 01 13:13:18 +0000 2017","hey heh i see youre no ordinary kid are you",762433972273950720,20,0,0,2143,0,0
"13602",13601,815531318289149952,"Sun Jan 01 12:13:12 +0000 2017","gt aleph glances at you while fighting off the enemies surrounding him",762433972273950720,20,0,0,2143,0,0
"13603",13602,815531318289149952,"Sun Jan 01 12:13:12 +0000 2017","gt aleph glances at you while fighting off the enemies surrounding him",762433972273950720,20,0,0,2143,0,0
"13604",13603,815516268472070144,"Sun Jan 01 11:13:24 +0000 2017","zayina dick in hebrewslang",762433972273950720,20,0,0,2143,0,0
"13605",13604,815501115076722688,"Sun Jan 01 10:13:11 +0000 2017","gt everyones dancing furiously",762433972273950720,20,0,0,2143,0,0
"13606",13605,815486050311077888,"Sun Jan 01 09:13:20 +0000 2017","i see in that case i should go see en no ozuno",762433972273950720,20,0,0,2143,0,0
"13607",13606,815470931904577536,"Sun Jan 01 08:13:15 +0000 2017","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,1,0
"13608",13607,815455845546803200,"Sun Jan 01 07:13:18 +0000 2017","farewell",762433972273950720,20,0,0,2143,0,0
"13609",13608,815440723054997504,"Sun Jan 01 06:13:13 +0000 2017","gt aleph having finished off his own enemies walks over to you",762433972273950720,20,0,0,2143,0,0
"13610",13609,815425651893157888,"Sun Jan 01 05:13:19 +0000 2017","my partner and i must defeat yhvh",762433972273950720,20,0,0,2143,0,0
"13611",13610,815410527161585664,"Sun Jan 01 04:13:13 +0000 2017","hawk im hungryokamoto hi hungry im dad",762433972273950720,20,0,0,2143,0,0
"13612",13611,815395450400313344,"Sun Jan 01 03:13:19 +0000 2017","yeah i still have much to do i cant put it off indefinitely",762433972273950720,20,0,0,2143,0,0
"13613",13612,815380340285935616,"Sun Jan 01 02:13:16 +0000 2017","looks like this was good timing",762433972273950720,20,0,0,2143,0,0
"13614",13613,815350110909394944,"Sun Jan 01 00:13:09 +0000 2017","louis could morningstar me and i would thank him",762433972273950720,20,0,0,2143,0,0
"13615",13614,815335083573772288,"Sat Dec 31 23:13:26 +0000 2016","who the fuck is jesus christ",762433972273950720,20,0,0,2143,1,0
"13616",13615,815199194042335232,"Sat Dec 31 14:13:28 +0000 2016","gt aleph was thrown outside the center",762433972273950720,20,0,0,2143,0,0
"13617",13616,815184071554777088,"Sat Dec 31 13:13:22 +0000 2016","hanged man entered nirvana just by being touched by aleph",762433972273950720,20,0,0,2143,0,0
"13618",13617,815168934299078656,"Sat Dec 31 12:13:13 +0000 2016","all my friends are dead",762433972273950720,20,0,0,2143,0,0
"13619",13618,815153879394332672,"Sat Dec 31 11:13:24 +0000 2016","zayina dick in hebrewslang",762433972273950720,20,0,0,2143,0,0
"13620",13619,815138724811939840,"Sat Dec 31 10:13:11 +0000 2016","louis could morningstar me and i would thank him",762433972273950720,20,0,0,2143,0,0
"13621",13620,815123662990807040,"Sat Dec 31 09:13:20 +0000 2016","this imposing presence he is no ordinary opponent be on your guard",762433972273950720,20,0,0,2143,0,0
"13622",13621,815108549634199552,"Sat Dec 31 08:13:16 +0000 2016","looks like this was good timing",762433972273950720,20,0,0,2143,0,0
"13623",13622,815063264581144576,"Sat Dec 31 05:13:20 +0000 2016","sorry to ask but mind helping me with these guys",762433972273950720,20,0,0,2143,0,0
"13624",13623,815048147219070976,"Sat Dec 31 04:13:15 +0000 2016","for sale baby shoes never worn they were too small for me im an adult man i wear a size and these are in baby size i fucked up",762433972273950720,20,0,0,2143,1,0
"13625",13624,815033104767152128,"Sat Dec 31 03:13:29 +0000 2016","fuck you fck your cartoon fake yhvh fuck his stupid sunglasses and fuck the archangelsand fuck their sunglasses",762433972273950720,20,0,0,2143,1,0
"13626",13625,815017950381883392,"Sat Dec 31 02:13:16 +0000 2016","aleph dabbed",762433972273950720,20,0,0,2143,1,0
"13627",13626,815002849759236096,"Sat Dec 31 01:13:16 +0000 2016","aleph furiously danced all around",762433972273950720,20,0,0,2143,1,0
"13628",13627,814987730241265664,"Sat Dec 31 00:13:11 +0000 2016","gt everyones dancing furiously",762433972273950720,20,0,0,2143,1,0
"13629",13628,814972694504435712,"Fri Dec 30 23:13:26 +0000 2016","aleph hiroko can we go to mcdonaldshiroko no zayin made a nice dinner at homealeph i hate this fucking family",762433972273950720,20,0,0,2143,0,0
"13630",13629,814836772148416512,"Fri Dec 30 14:13:20 +0000 2016","sorry to ask but mind helping me with these guys",762433972273950720,20,0,0,2143,0,0
"13631",13630,814821668556132352,"Fri Dec 30 13:13:19 +0000 2016","who the fuck is daleth",762433972273950720,20,0,0,2143,0,0
"13632",13631,814806540838240256,"Fri Dec 30 12:13:12 +0000 2016","i thought i died burned away by the megiddo ark",762433972273950720,20,0,0,2143,0,0
"13633",13632,814791488626311168,"Fri Dec 30 11:13:23 +0000 2016","gt aleph nods at you",762433972273950720,20,0,0,2143,0,0
"13634",13633,814776342826749952,"Fri Dec 30 10:13:12 +0000 2016","gt aleph was thrown outside the center",762433972273950720,20,0,0,2143,0,0
"13635",13634,814746152205586432,"Fri Dec 30 08:13:14 +0000 2016","aleph dabbed",762433972273950720,20,0,0,2143,0,0
"13636",13635,814715948892491776,"Fri Dec 30 06:13:13 +0000 2016","oh crap its a trap aleph took damage",762433972273950720,20,0,0,2143,0,0
"13637",13636,814700882084302848,"Fri Dec 30 05:13:21 +0000 2016","youre the one from my dream i see you must be whom stephen spoke of",762433972273950720,20,0,0,2143,0,0
"13638",13637,814685752088989696,"Fri Dec 30 04:13:14 +0000 2016","gt everyones dancing furiously",762433972273950720,20,0,0,2143,0,0
"13639",13638,814670672404189184,"Fri Dec 30 03:13:18 +0000 2016","take care not to let any demons possess your body while you sleep",762433972273950720,20,0,0,2143,1,0
"13640",13639,814655564164657152,"Fri Dec 30 02:13:16 +0000 2016","down with messians",762433972273950720,20,0,0,2143,1,0
"13641",13640,814640457984552960,"Fri Dec 30 01:13:15 +0000 2016","i see in that case i should go see en no ozuno",762433972273950720,20,0,0,2143,0,0
"13642",13641,814625340622401536,"Fri Dec 30 00:13:10 +0000 2016","aleph furiously danced all around",762433972273950720,20,0,0,2143,0,0
"13643",13642,814610313077092352,"Thu Dec 29 23:13:28 +0000 2016","i want louis to step on me",762433972273950720,20,0,0,2143,0,0
